NASA_Name,Canonical_Name,Canonical_Name_Status,ExoMAST_Query_Name
Kepler-938 b,Kepler-938 b,exact,Kepler-938 b
Kepler-939 b,Kepler-939 b,exact,Kepler-939 b
Kepler-94 b,Kepler-94 b,exact,Kepler-94 b
Kepler-94 c,Kepler-94 c,exact,Kepler-94 c
Kepler-940 b,Kepler-940 b,exact,Kepler-940 b
Kepler-941 b,Kepler-941 b,exact,Kepler-941 b
Kepler-942 b,Kepler-942 b,exact,Kepler-942 b
Kepler-943 b,Kepler-943 b,exact,Kepler-943 b
Kepler-944 b,Kepler-944 b,exact,Kepler-944 b
Kepler-945 b,Kepler-945 b,exact,Kepler-945 b
Kepler-946 b,Kepler-946 b,exact,Kepler-946 b
Kepler-947 b,Kepler-947 b,exact,Kepler-947 b
Kepler-948 b,Kepler-948 b,exact,Kepler-948 b
Kepler-949 b,Kepler-949 b,exact,Kepler-949 b
Kepler-949 c,Kepler-949 c,exact,Kepler-949 c
Kepler-95 b,Kepler-95 b,exact,Kepler-95 b
Kepler-950 b,Kepler-950 b,exact,Kepler-950 b
Kepler-951 b,Kepler-951 b,exact,Kepler-951 b
Kepler-952 b,Kepler-952 b,exact,Kepler-952 b
Kepler-953 b,Kepler-953 b,exact,Kepler-953 b
Kepler-953 c,Kepler-953 c,exact,Kepler-953 c
Kepler-954 b,Kepler-954 b,exact,Kepler-954 b
Kepler-955 b,Kepler-955 b,exact,Kepler-955 b
Kepler-956 b,Kepler-956 b,exact,Kepler-956 b
Kepler-957 b,Kepler-957 b,exact,Kepler-957 b
Kepler-958 b,Kepler-958 b,exact,Kepler-958 b
Kepler-959 b,Kepler-959 b,exact,Kepler-959 b
Kepler-96 b,Kepler-96 b,exact,Kepler-96 b
Kepler-960 b,Kepler-960 b,exact,Kepler-960 b
Kepler-961 b,Kepler-961 b,exact,Kepler-961 b
Kepler-962 b,Kepler-962 b,exact,Kepler-962 b
Kepler-963 b,Kepler-963 b,exact,Kepler-963 b
Kepler-963 c,Kepler-963 c,exact,Kepler-963 c
Kepler-964 b,Kepler-964 b,exact,Kepler-964 b
Kepler-965 b,Kepler-965 b,exact,Kepler-965 b
Kepler-966 b,Kepler-966 b,exact,Kepler-966 b
Kepler-967 b,Kepler-967 b,exact,Kepler-967 b
Kepler-967 c,Kepler-967 c,exact,Kepler-967 c
Kepler-968 b,Kepler-968 b,exact,Kepler-968 b
Kepler-968 c,Kepler-968 c,exact,Kepler-968 c
Kepler-969 b,Kepler-969 b,exact,Kepler-969 b
Kepler-969 c,Kepler-969 c,exact,Kepler-969 c
Kepler-97 b,Kepler-97 b,exact,Kepler-97 b
Kepler-97 c,Kepler-97 c,exact,Kepler-97 c
Kepler-970 b,Kepler-970 b,exact,Kepler-970 b
Kepler-971 b,Kepler-971 b,exact,Kepler-971 b
Kepler-972 b,Kepler-972 b,exact,Kepler-972 b
Kepler-973 b,Kepler-973 b,exact,Kepler-973 b
Kepler-974 b,Kepler-974 b,exact,Kepler-974 b
Kepler-975 b,Kepler-975 b,exact,Kepler-975 b
Kepler-975 c,Kepler-975 c,exact,Kepler-975 c
Kepler-976 b,Kepler-976 b,exact,Kepler-976 b
Kepler-977 b,Kepler-977 b,exact,Kepler-977 b
Kepler-978 b,Kepler-978 b,exact,Kepler-978 b
Kepler-979 b,Kepler-979 b,exact,Kepler-979 b
Kepler-98 b,Kepler-98 b,exact,Kepler-98 b
Kepler-980 b,Kepler-980 b,exact,Kepler-980 b
Kepler-981 b,Kepler-981 b,exact,Kepler-981 b
Kepler-982 b,Kepler-982 b,exact,Kepler-982 b
Kepler-983 b,Kepler-983 b,exact,Kepler-983 b
Kepler-984 b,Kepler-984 b,exact,Kepler-984 b
Kepler-985 b,Kepler-985 b,exact,Kepler-985 b
Kepler-986 b,Kepler-986 b,exact,Kepler-986 b
Kepler-987 b,Kepler-987 b,exact,Kepler-987 b
Kepler-988 b,Kepler-988 b,exact,Kepler-988 b
Kepler-989 b,Kepler-989 b,exact,Kepler-989 b
Kepler-99 b,Kepler-99 b,exact,Kepler-99 b
Kepler-990 b,Kepler-990 b,exact,Kepler-990 b
Kepler-990 c,Kepler-990 c,exact,Kepler-990 c
Kepler-991 b,Kepler-991 b,exact,Kepler-991 b
Kepler-992 b,Kepler-992 b,exact,Kepler-992 b
Kepler-993 b,Kepler-993 b,exact,Kepler-993 b
Kepler-994 b,Kepler-994 b,exact,Kepler-994 b
Kepler-995 b,Kepler-995 b,exact,Kepler-995 b
Kepler-996 b,Kepler-996 b,exact,Kepler-996 b
Kepler-997 b,Kepler-997 b,exact,Kepler-997 b
Kepler-998 b,Kepler-998 b,exact,Kepler-998 b
Kepler-999 b,Kepler-999 b,exact,Kepler-999 b
KIC 10001893 b,KIC 10001893 b,exact,KIC 10001893 b
KIC 10001893 c,KIC 10001893 c,exact,KIC 10001893 c
KIC 10001893 d,KIC 10001893 d,exact,KIC 10001893 d
KIC 10068024 b,KIC 10068024 b,exact,KIC 10068024 b
KIC 10525077 b,KIC 10525077 b,exact,KIC 10525077 b
KIC 3526061 b,KIC 3526061 b,exact,KIC 3526061 b
KIC 3558849 b,KIC 3558849 b,exact,KIC 3558849 b
KIC 5437945 b,KIC 5437945 b,exact,KIC 5437945 b
KIC 5479689 b,KIC 5479689 b,exact,KIC 5479689 b
KIC 7917485 b,KIC 7917485 b,exact,KIC 7917485 b
KIC 8121913 b,KIC 8121913 b,exact,KIC 8121913 b
KIC 8540376 b,KIC 8540376 b,exact,KIC 8540376 b
KIC 8540376 c,KIC 8540376 c,exact,KIC 8540376 c
KIC 9663113 b,KIC 9663113 b,exact,KIC 9663113 b
KMT-2016-BLG-0212L b,KMT-2016-BLG-0212L b,exact,KMT-2016-BLG-0212L b
KMT-2016-BLG-1105L b,KMT-2016-BLG-1105L b,exact,KMT-2016-BLG-1105L b
KMT-2016-BLG-1107L b,KMT-2016-BLG-1107L b,exact,KMT-2016-BLG-1107L b
KMT-2016-BLG-1337L b,KMT-2016-BLG-1337L b,exact,KMT-2016-BLG-1337L b
KMT-2016-BLG-1397L b,KMT-2016-BLG-1397L b,exact,KMT-2016-BLG-1397L b
KMT-2016-BLG-1820L b,KMT-2016-BLG-1820L b,exact,KMT-2016-BLG-1820L b
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L b,exact,KMT-2016-BLG-1836L b
KMT-2016-BLG-2142L b,KMT-2016-BLG-2142L b,exact,KMT-2016-BLG-2142L b
KMT-2016-BLG-2321L b,KMT-2016-BLG-2321L b,exact,KMT-2016-BLG-2321L b
KMT-2016-BLG-2364L b,KMT-2016-BLG-2364L b,exact,KMT-2016-BLG-2364L b
KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L b,exact,KMT-2016-BLG-2397L b
KMT-2016-BLG-2605L b,KMT-2016-BLG-2605L b,exact,KMT-2016-BLG-2605L b
KMT-2017-BLG-0165L b,KMT-2017-BLG-0165L b,exact,KMT-2017-BLG-0165L b
KMT-2017-BLG-0428L b,KMT-2017-BLG-0428L b,exact,KMT-2017-BLG-0428L b
KMT-2017-BLG-0673L b,KMT-2017-BLG-0673L b,exact,KMT-2017-BLG-0673L b
KMT-2017-BLG-0849L b,KMT-2017-BLG-0849L b,exact,KMT-2017-BLG-0849L b
KMT-2017-BLG-1003L b,KMT-2017-BLG-1003L b,exact,KMT-2017-BLG-1003L b
KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L b,exact,KMT-2017-BLG-1038L b
KMT-2017-BLG-1057L b,KMT-2017-BLG-1057L b,exact,KMT-2017-BLG-1057L b
KMT-2017-BLG-1146L b,KMT-2017-BLG-1146L b,exact,KMT-2017-BLG-1146L b
KMT-2017-BLG-1194L b,KMT-2017-BLG-1194L b,exact,KMT-2017-BLG-1194L b
KMT-2017-BLG-2197L b,KMT-2017-BLG-2197L b,exact,KMT-2017-BLG-2197L b
KMT-2017-BLG-2331L b,KMT-2017-BLG-2331L b,exact,KMT-2017-BLG-2331L b
KMT-2017-BLG-2509L b,KMT-2017-BLG-2509L b,exact,KMT-2017-BLG-2509L b
KMT-2018-BLG-0029L b,KMT-2018-BLG-0029L b,exact,KMT-2018-BLG-0029L b
KMT-2018-BLG-0030L b,KMT-2018-BLG-0030L b,exact,KMT-2018-BLG-0030L b
KMT-2018-BLG-0087L b,KMT-2018-BLG-0087L b,exact,KMT-2018-BLG-0087L b
KMT-2018-BLG-0247L b,KMT-2018-BLG-0247L b,exact,KMT-2018-BLG-0247L b
KMT-2018-BLG-0748L b,KMT-2018-BLG-0748L b,exact,KMT-2018-BLG-0748L b
KMT-2018-BLG-0885L b,KMT-2018-BLG-0885L b,exact,KMT-2018-BLG-0885L b
KMT-2018-BLG-1025L b,KMT-2018-BLG-1025L b,exact,KMT-2018-BLG-1025L b
KMT-2018-BLG-1292L b,KMT-2018-BLG-1292L b,exact,KMT-2018-BLG-1292L b
KMT-2018-BLG-1743L b,KMT-2018-BLG-1743L b,exact,KMT-2018-BLG-1743L b
KMT-2018-BLG-1976L b,KMT-2018-BLG-1976L b,exact,KMT-2018-BLG-1976L b
KMT-2018-BLG-1988L b,KMT-2018-BLG-1988L b,exact,KMT-2018-BLG-1988L b
KMT-2018-BLG-1990L b,KMT-2018-BLG-1990L b,exact,KMT-2018-BLG-1990L b
KMT-2018-BLG-1996L b,KMT-2018-BLG-1996L b,exact,KMT-2018-BLG-1996L b
KMT-2018-BLG-2602L b,KMT-2018-BLG-2602L b,exact,KMT-2018-BLG-2602L b
KMT-2019-BLG-0253L b,KMT-2019-BLG-0253L b,exact,KMT-2019-BLG-0253L b
KMT-2019-BLG-0297L b,KMT-2019-BLG-0297L b,exact,KMT-2019-BLG-0297L b
KMT-2019-BLG-0298L b,KMT-2019-BLG-0298L b,exact,KMT-2019-BLG-0298L b
KMT-2019-BLG-0335L b,KMT-2019-BLG-0335L b,exact,KMT-2019-BLG-0335L b
KMT-2019-BLG-0371L b,KMT-2019-BLG-0371L b,exact,KMT-2019-BLG-0371L b
KMT-2019-BLG-0414L b,KMT-2019-BLG-0414L b,exact,KMT-2019-BLG-0414L b
KMT-2019-BLG-0578L b,KMT-2019-BLG-0578L b,exact,KMT-2019-BLG-0578L b
KMT-2019-BLG-0842L b,KMT-2019-BLG-0842L b,exact,KMT-2019-BLG-0842L b
KMT-2019-BLG-0953L b,KMT-2019-BLG-0953L b,exact,KMT-2019-BLG-0953L b
KMT-2019-BLG-1042L b,KMT-2019-BLG-1042L b,exact,KMT-2019-BLG-1042L b
KMT-2019-BLG-1216L b,KMT-2019-BLG-1216L b,exact,KMT-2019-BLG-1216L b
KMT-2019-BLG-1339L b,KMT-2019-BLG-1339L b,exact,KMT-2019-BLG-1339L b
KMT-2019-BLG-1367L b,KMT-2019-BLG-1367L b,exact,KMT-2019-BLG-1367L b
KMT-2019-BLG-1552L b,KMT-2019-BLG-1552L b,exact,KMT-2019-BLG-1552L b
KMT-2019-BLG-1715L b,KMT-2019-BLG-1715L b,exact,KMT-2019-BLG-1715L b
KMT-2019-BLG-1806L b,KMT-2019-BLG-1806L b,exact,KMT-2019-BLG-1806L b
KMT-2019-BLG-1953L b,KMT-2019-BLG-1953L b,exact,KMT-2019-BLG-1953L b
KMT-2019-BLG-2783L b,KMT-2019-BLG-2783L b,exact,KMT-2019-BLG-2783L b
KMT-2019-BLG-2974L b,KMT-2019-BLG-2974L b,exact,KMT-2019-BLG-2974L b
KMT-2020-BLG-0202L b,KMT-2020-BLG-0202L b,exact,KMT-2020-BLG-0202L b
KMT-2020-BLG-0414L b,KMT-2020-BLG-0414L b,exact,KMT-2020-BLG-0414L b
KMT-2020-BLG-0414L c,KMT-2020-BLG-0414L c,exact,KMT-2020-BLG-0414L c
KMT-2021-BLG-0119L b,KMT-2021-BLG-0119L b,exact,KMT-2021-BLG-0119L b
KMT-2021-BLG-0171L b,KMT-2021-BLG-0171L b,exact,KMT-2021-BLG-0171L b
KMT-2021-BLG-0192L b,KMT-2021-BLG-0192L b,exact,KMT-2021-BLG-0192L b
KMT-2021-BLG-0240L b,KMT-2021-BLG-0240L b,exact,KMT-2021-BLG-0240L b
KMT-2021-BLG-0320L b,KMT-2021-BLG-0320L b,exact,KMT-2021-BLG-0320L b
KMT-2021-BLG-0322L b,KMT-2021-BLG-0322L b,exact,KMT-2021-BLG-0322L b
KMT-2021-BLG-0712L b,KMT-2021-BLG-0712L b,exact,KMT-2021-BLG-0712L b
KMT-2021-BLG-0736L b,KMT-2021-BLG-0736L b,exact,KMT-2021-BLG-0736L b
KMT-2021-BLG-0748L b,KMT-2021-BLG-0748L b,exact,KMT-2021-BLG-0748L b
KMT-2021-BLG-0852L b,KMT-2021-BLG-0852L b,exact,KMT-2021-BLG-0852L b
KMT-2021-BLG-0909L b,KMT-2021-BLG-0909L b,exact,KMT-2021-BLG-0909L b
KMT-2021-BLG-0912L b,KMT-2021-BLG-0912L b,exact,KMT-2021-BLG-0912L b
KMT-2021-BLG-1077L b,KMT-2021-BLG-1077L b,exact,KMT-2021-BLG-1077L b
KMT-2021-BLG-1077L c,KMT-2021-BLG-1077L c,exact,KMT-2021-BLG-1077L c
KMT-2021-BLG-1105L b,KMT-2021-BLG-1105L b,exact,KMT-2021-BLG-1105L b
KMT-2021-BLG-1150L b,KMT-2021-BLG-1150L b,exact,KMT-2021-BLG-1150L b
KMT-2021-BLG-1253L b,KMT-2021-BLG-1253L b,exact,KMT-2021-BLG-1253L b
KMT-2021-BLG-1303L b,KMT-2021-BLG-1303L b,exact,KMT-2021-BLG-1303L b
KMT-2021-BLG-1372L b,KMT-2021-BLG-1372L b,exact,KMT-2021-BLG-1372L b
KMT-2021-BLG-1391L b,KMT-2021-BLG-1391L b,exact,KMT-2021-BLG-1391L b
KMT-2021-BLG-1547L b,KMT-2021-BLG-1547L b,exact,KMT-2021-BLG-1547L b
KMT-2021-BLG-1554L b,KMT-2021-BLG-1554L b,exact,KMT-2021-BLG-1554L b
KMT-2021-BLG-1689L b,KMT-2021-BLG-1689L b,exact,KMT-2021-BLG-1689L b
KMT-2021-BLG-1770L b,KMT-2021-BLG-1770L b,exact,KMT-2021-BLG-1770L b
KMT-2021-BLG-1898L b,KMT-2021-BLG-1898L b,exact,KMT-2021-BLG-1898L b
KMT-2021-BLG-2010L b,KMT-2021-BLG-2010L b,exact,KMT-2021-BLG-2010L b
KMT-2021-BLG-2294L b,KMT-2021-BLG-2294L b,exact,KMT-2021-BLG-2294L b
KMT-2021-BLG-2478L b,KMT-2021-BLG-2478L b,exact,KMT-2021-BLG-2478L b
KMT-2021-BLG-2609L b,KMT-2021-BLG-2609L b,exact,KMT-2021-BLG-2609L b
KMT-2022-BLG-0303L b,KMT-2022-BLG-0303L b,exact,KMT-2022-BLG-0303L b
KMT-2022-BLG-0371L b,KMT-2022-BLG-0371L b,exact,KMT-2022-BLG-0371L b
KMT-2022-BLG-0440L b,KMT-2022-BLG-0440L b,exact,KMT-2022-BLG-0440L b
KMT-2022-BLG-1013L b,KMT-2022-BLG-1013L b,exact,KMT-2022-BLG-1013L b
KMT-2022-BLG-1551L b,KMT-2022-BLG-1551L b,exact,KMT-2022-BLG-1551L b
KMT-2022-BLG-1790L b,KMT-2022-BLG-1790L b,exact,KMT-2022-BLG-1790L b
KMT-2022-BLG-1818L b,KMT-2022-BLG-1818L b,exact,KMT-2022-BLG-1818L b
KMT-2022-BLG-1818L c,KMT-2022-BLG-1818L c,exact,KMT-2022-BLG-1818L c
KMT-2022-BLG-2076L b,KMT-2022-BLG-2076L b,exact,KMT-2022-BLG-2076L b
KMT-2022-BLG-2286L b,KMT-2022-BLG-2286L b,exact,KMT-2022-BLG-2286L b
KMT-2023-BLG-0119L b,KMT-2023-BLG-0119L b,exact,KMT-2023-BLG-0119L b
KMT-2023-BLG-0416L b,KMT-2023-BLG-0416L b,exact,KMT-2023-BLG-0416L b
KMT-2023-BLG-0466L b,KMT-2023-BLG-0466L b,exact,KMT-2023-BLG-0466L b
KMT-2023-BLG-0469L b,KMT-2023-BLG-0469L b,exact,KMT-2023-BLG-0469L b
KMT-2023-BLG-0548L b,KMT-2023-BLG-0548L b,exact,KMT-2023-BLG-0548L b
KMT-2023-BLG-0735L b,KMT-2023-BLG-0735L b,exact,KMT-2023-BLG-0735L b
KMT-2023-BLG-0830L b,KMT-2023-BLG-0830L b,exact,KMT-2023-BLG-0830L b
KMT-2023-BLG-0949L b,KMT-2023-BLG-0949L b,exact,KMT-2023-BLG-0949L b
KMT-2023-BLG-1431L b,KMT-2023-BLG-1431L b,exact,KMT-2023-BLG-1431L b
KMT-2023-BLG-1454L b,KMT-2023-BLG-1454L b,exact,KMT-2023-BLG-1454L b
KMT-2023-BLG-1642L b,KMT-2023-BLG-1642L b,exact,KMT-2023-BLG-1642L b
KMT-2023-BLG-1743L b,KMT-2023-BLG-1743L b,exact,KMT-2023-BLG-1743L b
KMT-2023-BLG-1866L b,KMT-2023-BLG-1866L b,exact,KMT-2023-BLG-1866L b
KMT-2023-BLG-1896L b,KMT-2023-BLG-1896L b,exact,KMT-2023-BLG-1896L b
KMT-2023-BLG-2209L b,KMT-2023-BLG-2209L b,exact,KMT-2023-BLG-2209L b
KMT-2024-BLG-0176L b,KMT-2024-BLG-0176L b,exact,KMT-2024-BLG-0176L b
KMT-2024-BLG-0349L b,KMT-2024-BLG-0349L b,exact,KMT-2024-BLG-0349L b
KMT-2024-BLG-0404L b,KMT-2024-BLG-0404L b,exact,KMT-2024-BLG-0404L b
KMT-2024-BLG-0404L c,KMT-2024-BLG-0404L c,exact,KMT-2024-BLG-0404L c
KMT-2024-BLG-1005L b,KMT-2024-BLG-1005L b,exact,KMT-2024-BLG-1005L b
KMT-2024-BLG-1044L b,KMT-2024-BLG-1044L b,exact,KMT-2024-BLG-1044L b
KMT-2024-BLG-1209L b,KMT-2024-BLG-1209L b,exact,KMT-2024-BLG-1209L b
KMT-2024-BLG-1281L b,KMT-2024-BLG-1281L b,exact,KMT-2024-BLG-1281L b
KMT-2024-BLG-1870L b,KMT-2024-BLG-1870L b,exact,KMT-2024-BLG-1870L b
KMT-2024-BLG-2005L b,KMT-2024-BLG-2005L b,exact,KMT-2024-BLG-2005L b
KMT-2024-BLG-2059L b,KMT-2024-BLG-2059L b,exact,KMT-2024-BLG-2059L b
KMT-2024-BLG-2087L b,KMT-2024-BLG-2087L b,exact,KMT-2024-BLG-2087L b
KMT-2024-BLG-2242L b,KMT-2024-BLG-2242L b,exact,KMT-2024-BLG-2242L b
KMT-2025-BLG-0121L b,KMT-2025-BLG-0121L b,exact,KMT-2025-BLG-0121L b
KMT-2025-BLG-0481L b,KMT-2025-BLG-0481L b,exact,KMT-2025-BLG-0481L b
KMT-2025-BLG-1616L b,KMT-2025-BLG-1616L b,exact,KMT-2025-BLG-1616L b
KOBE-1 b,KOBE-1 b,exact,KOBE-1 b
KOBE-1 c,KOBE-1 c,exact,KOBE-1 c
KOI-12 b,Kepler-448 b,resolved,KOI-12 b
KOI-1257 b,Kepler-420 b,resolved,KOI-1257 b
KOI-13 b,KOI-13 b,exact,KOI-13 b
KOI-134 b,KOI-134 b,exact,KOI-134 b
KOI-134 c,KOI-134 c,exact,KOI-134 c
KOI-142 b,KOI-142 b,exact,KOI-142 b
KOI-142 c,KOI-142 c,exact,KOI-142 c
KOI-1599.01,KOI-1599.01,exact,KOI-1599.01
KOI-1599.02,KOI-1599.02,exact,KOI-1599.02
KOI-1783.01,KOI-1783.01,exact,KOI-1783.01
KOI-1783.02,KOI-1783.02,exact,KOI-1783.02
KOI-1831 d,KOI-1831 d,exact,KOI-1831 d
KOI-1833 d,KOI-1833 d,exact,KOI-1833 d
KOI-1843.03,KOI-1843.03,exact,KOI-1843.03
KOI-217 b,KOI-217 b,exact,KOI-217 b
KOI-2513.01,KOI-2513.01,exact,KOI-2513.01
KOI-3503 b,KOI-3503 b,exact,KOI-3503 b
KOI-3503 c,KOI-3503 c,exact,KOI-3503 c
KOI-351 b,KIC 11442793 b,resolved,KOI-351 b
KOI-351 c,KIC 11442793 c,resolved,KOI-351 c
KOI-351 d,KIC 11442793 d,resolved,KOI-351 d
KOI-351 e,KIC 11442793 e,resolved,KOI-351 e
KOI-351 f,KIC 11442793 f,resolved,KOI-351 f
KOI-351 g,KIC 11442793 g,resolved,KOI-351 g
KOI-351 h,KIC 11442793 h,resolved,KOI-351 h
KOI-3680 b,KOI-3680 b,exact,KOI-3680 b
KOI-4777.01,KOI-4777.01,exact,KOI-4777.01
KOI-4978 b,KOI-4978 b,exact,KOI-4978 b
KOI-55 b,KOI-55 b,exact,KOI-55 b
KOI-55 c,KOI-55 c,exact,KOI-55 c
KOI-7368 b,KOI-7368 b,exact,KOI-7368 b
KOI-7913 b,KOI-7913 b,exact,KOI-7913 b
KOI-94 b,Kepler-89 b,resolved,KOI-94 b
KOI-94 c,Kepler-89 c,resolved,KOI-94 c
KOI-94 d,Kepler-89 d,resolved,KOI-94 d
KOI-94 e,Kepler-89 e,resolved,KOI-94 e
KOI-984 b,KOI-984 b,exact,KOI-984 b
KOI-984 c,KOI-984 c,exact,KOI-984 c
KOINTREAU-1 b,KOINTREAU-1 b,exact,KOINTREAU-1 b
KOINTREAU-3 b,KOINTREAU-3 b,exact,KOINTREAU-3 b
KOINTREAU-4 b,KOINTREAU-4 b,exact,KOINTREAU-4 b
KPS-1 b,KPS-1 b,exact,KPS-1 b
L 168-9 b,L 168-9 b,exact,L 168-9 b
L 363-38 b,L 363-38 b,exact,L 363-38 b
L 98-59 b,L 98-59 b,exact,L 98-59 b
L 98-59 c,L 98-59 c,exact,L 98-59 c
L 98-59 d,L 98-59 d,exact,L 98-59 d
L 98-59 e,L 98-59 e,exact,L 98-59 e
L 98-59 f,L 98-59 f,exact,L 98-59 f
LHS 1140 b,LHS 1140 b,exact,LHS 1140 b
LHS 1140 c,LHS 1140 c,exact,LHS 1140 c
LHS 1478 b,LHS 1478 b,exact,LHS 1478 b
LHS 1678 b,LHS 1678 b,exact,LHS 1678 b
LHS 1678 c,LHS 1678 c,exact,LHS 1678 c
LHS 1678 d,LHS 1678 d,exact,LHS 1678 d
LHS 1815 b,LHS 1815 b,exact,LHS 1815 b
LHS 1903 b,LHS 1903 b,exact,LHS 1903 b
LHS 1903 c,LHS 1903 c,exact,LHS 1903 c
LHS 1903 d,LHS 1903 d,exact,LHS 1903 d
LHS 1903 e,LHS 1903 e,exact,LHS 1903 e
LHS 3154 b,LHS 3154 b,exact,LHS 3154 b
LHS 3844 b,LHS 3844 b,exact,LHS 3844 b
LHS 475 b,LHS 475 b,exact,LHS 475 b
LkCa 15 b,LkCa 15 b,exact,LkCa 15 b
LkCa 15 c,LkCa 15 c,exact,LkCa 15 c
LP 261-75 b,LP 261-75 b,exact,LP 261-75 b
LP 714-47 b,LP 714-47 b,exact,LP 714-47 b
LP 791-18 b,LP 791-18 b,exact,LP 791-18 b
LP 791-18 c,LP 791-18 c,exact,LP 791-18 c
LP 791-18 d,LP 791-18 d,exact,LP 791-18 d
LP 890-9 b,LP 890-9 b,exact,LP 890-9 b
LP 890-9 c,LP 890-9 c,exact,LP 890-9 c
LSPM J2116+0234 b,LSPM J2116+0234 b,exact,LSPM J2116+0234 b
LTT 1445 A b,LTT 1445 A b,exact,LTT 1445 A b
LTT 1445 A c,LTT 1445 A c,exact,LTT 1445 A c
LTT 3780 b,LTT 3780 b,exact,LTT 3780 b
LTT 3780 c,LTT 3780 c,exact,LTT 3780 c
LTT 9779 b,LTT 9779 b,exact,LTT 9779 b
Luhman 16 b,Luhman 16 b,exact,Luhman 16 b
Lupus-TR-3 b,Lupus-TR-3 b,exact,Lupus-TR-3 b
M62H b,M62H b,exact,M62H b
MASCARA-1 b,MASCARA-1 b,exact,MASCARA-1 b
MASCARA-4 b,MASCARA-4 b,exact,MASCARA-4 b
MOA-2007-BLG-192L b,MOA-2007-BLG-192L b,exact,MOA-2007-BLG-192L b
MOA-2007-BLG-400L b,MOA-2007-BLG-400L b,exact,MOA-2007-BLG-400L b
MOA-2008-BLG-310L b,MOA-2008-BLG-310L b,exact,MOA-2008-BLG-310L b
MOA-2008-BLG-379L b,MOA-2008-BLG-379L b,exact,MOA-2008-BLG-379L b
MOA-2009-BLG-266L b,MOA-2009-BLG-266L b,exact,MOA-2009-BLG-266L b
MOA-2009-BLG-319L b,MOA-2009-BLG-319L b,exact,MOA-2009-BLG-319L b
MOA-2009-BLG-387L b,MOA-2009-BLG-387L b,exact,MOA-2009-BLG-387L b
MOA-2010-BLG-073L b,MOA-2010-BLG-073L b,exact,MOA-2010-BLG-073L b
MOA-2010-BLG-117L b,MOA-2010-BLG-117L b,exact,MOA-2010-BLG-117L b
MOA-2010-BLG-328L b,MOA-2010-BLG-328L b,exact,MOA-2010-BLG-328L b
MOA-2010-BLG-353L b,MOA-2010-BLG-353L b,exact,MOA-2010-BLG-353L b
MOA-2010-BLG-477L b,MOA-2010-BLG-477L b,exact,MOA-2010-BLG-477L b
MOA-2011-BLG-028L b,MOA-2011-BLG-028L b,exact,MOA-2011-BLG-028L b
MOA-2011-BLG-262L b,MOA-2011-BLG-262L b,exact,MOA-2011-BLG-262L b
MOA-2011-BLG-291L b,MOA-2011-BLG-291L b,exact,MOA-2011-BLG-291L b
MOA-2011-BLG-293L b,MOA-2011-BLG-293L b,exact,MOA-2011-BLG-293L b
MOA-2011-BLG-322L b,MOA-2011-BLG-322L b,exact,MOA-2011-BLG-322L b
MOA-2012-BLG-006L b,MOA-2012-BLG-006L b,exact,MOA-2012-BLG-006L b
MOA-2012-BLG-505L b,MOA-2012-BLG-505L b,exact,MOA-2012-BLG-505L b
MOA-2013-BLG-220L b,MOA-2013-BLG-220L b,exact,MOA-2013-BLG-220L b
MOA-2013-BLG-605L b,MOA-2013-BLG-605L b,exact,MOA-2013-BLG-605L b
MOA-2015-BLG-337L b,MOA-2015-BLG-337L b,exact,MOA-2015-BLG-337L b
MOA-2016-BLG-227L b,MOA-2016-BLG-227L b,exact,MOA-2016-BLG-227L b
MOA-2016-BLG-319L b,MOA-2016-BLG-319L b,exact,MOA-2016-BLG-319L b
MOA-2016-BLG-526L b,MOA-2016-BLG-526L b,exact,MOA-2016-BLG-526L b
MOA-2019-BLG-008L b,MOA-2019-BLG-008L b,exact,MOA-2019-BLG-008L b
MOA-2020-BLG-135L b,MOA-2020-BLG-135L b,exact,MOA-2020-BLG-135L b
MOA-2020-BLG-208L b,MOA-2020-BLG-208L b,exact,MOA-2020-BLG-208L b
MOA-2022-BLG-033L b,MOA-2022-BLG-033L b,exact,MOA-2022-BLG-033L b
MOA-2022-BLG-091L b,MOA-2022-BLG-091L b,exact,MOA-2022-BLG-091L b
MOA-2022-BLG-249L b,MOA-2022-BLG-249L b,exact,MOA-2022-BLG-249L b
MOA-2022-BLG-563L b,MOA-2022-BLG-563L b,exact,MOA-2022-BLG-563L b
MOA-bin-1L b,MOA-bin-1L b,exact,MOA-bin-1L b
MOA-bin-29 b,MOA-bin-29 b,exact,MOA-bin-29 b
mu Leo b,mu Leo b,exact,mu Leo b
mu2 Sco b,mu 2 Sco b,resolved,mu2 Sco b
MWC 758 c,MWC 758 c,exact,MWC 758 c
MXB 1658-298 b,MXB 1658-298 b,exact,MXB 1658-298 b
NGC 2682 Sand 1429 b,NGC 2682 Sand 1429 b,exact,NGC 2682 Sand 1429 b
NGC 2682 Sand 978 b,NGC 2682 Sand 978 b,exact,NGC 2682 Sand 978 b
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194 b,exact,NGC 2682 YBP 1194 b
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514 b,exact,NGC 2682 YBP 1514 b
NGC 2682 YBP 401 b,NGC 2682 YBP 401 b,exact,NGC 2682 YBP 401 b
